gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
1142107,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142107?gameHash=ebc9205369e1eed6,CBLoL,2019-2,43625.44025,2,2,9.11,8,Red,Middle,Aslan,CNB,Morgana,Jayce,Aatrox,Sylas,Skarner,Sejuani,37.18333333,0,2,3,4,12,21,0,0,0,0,0,0,0,8.076233333,0.05378753922,0.1344688481,0.8874943971,0,7.047783333,4,1,0,0,0,0,0,0,0,0,1,,1,11.69475,0,0,2,10,1,22.12496667,1,1,12764,343.2720753,0.2501665948,0.2154254187,21,0.5647691618,0.1409395973,4,0.1075750784,7,7, , ,13128,223.2494845,11760,-0.1667965705,269,8,8,0,7.449574182,3379,3644,-265,5407,5601,-194,5037,4785,252,93,94,-1,138,149,-11
1142107,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142107?gameHash=ebc9205369e1eed6,CBLoL,2019-2,43625.44025,2,2,9.11,9,Red,ADC,pbO,CNB,Xayah,Jayce,Aatrox,Sylas,Skarner,Sejuani,37.18333333,0,4,4,6,12,21,0,0,0,0,1,0,0,8.076233333,0.1075750784,0.1882563873,0.8874943971,0,7.047783333,4,1,2,0,1,0,1,0,0,0,1,,1,11.69475,0,0,2,10,1,22.12496667,1,1,15440,415.2398028,0.3026145584,0.3157269722,17,0.4571940834,0.1140939597,15,0.4034065442,6,6, , ,16993,327.1939041,15800,-0.04031007752,307,35,24,1,9.197669207,3520,3413,107,7493,5556,1937,3269,3049,220,79,80,-1,132,123,9
1142107,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142107?gameHash=ebc9205369e1eed6,CBLoL,2019-2,43625.44025,2,2,9.11,10,Red,Support,Vahvel,CNB,Nautilus,Jayce,Aatrox,Sylas,Skarner,Sejuani,37.18333333,0,0,6,5,12,21,0,0,0,0,0,1,0,8.076233333,0,0,0.8874943971,0,7.047783333,4,1,0,0,0,0,0,0,0,0,1,,1,11.69475,0,0,2,10,1,22.12496667,1,1,3390,91.16987898,0.06644192701,0.07020226399,44,1.183325863,0.2953020134,5,0.1344688481,15,18, , ,7532,72.7519498,7350,-0.2342342342,49,0,0,0,1.317794711,2289,2018,271,3244,3401,-157,2927,3025,-98,21,6,15,23,14,9
1142107,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142107?gameHash=ebc9205369e1eed6,CBLoL,2019-2,43625.44025,2,2,9.11,100,Blue,Team,Team,INTZ, ,Zoe,Irelia,Tristana,Syndra,Rakan,37.18333333,1,21,12,51,21,12, , , , ,0,0,1,8.076233333,0.5647691618,0.3227252353,0.8874943971,0,7.047783333,1,4,1,4,1,0,0,0,0,0,0,10.95635,0,11.69475,1,1,10,2,0,22.12496667,1,1,80264,2158.601524, , ,151,4.060959211,1,77,2.07082026,49,51,0.6875,0.2909090909,72404,1298.15688,65285,0.09129494674,949,247,149,40,32.16494845,15799,15472,327,24982,26561,-1579,19651,19108,543,332,334,-2,498,487,11
1142107,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142107?gameHash=ebc9205369e1eed6,CBLoL,2019-2,43625.44025,2,2,9.11,200,Red,Team,Team,CNB, ,Jayce,Aatrox,Sylas,Skarner,Sejuani,37.18333333,0,12,21,25,12,21, , , , ,1,1,0,8.076233333,0.3227252353,0.5647691618,0.8874943971,1,7.047783333,4,1,4,1,1,0,3,0,0,0,1,10.95635,1,11.69475,0,0,2,10,1,22.12496667,1,1,51022,1372.173913, , ,149,4.007171672,1,57,1.532944868,47,50,0.5272727273,0.2878787879,62668,1036.319139,59585,-0.09129494674,942,186,130,5,30.33617212,15472,15799,-327,26561,24982,1579,19108,19651,-543,334,332,2,487,498,-11
1142134,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142134?gameHash=726d374188bd2a74,CBLoL,2019-2,43625.5034,2,2,9.11,1,Blue,Top,Robo,Flamengo,Ryze,Yasuo,Sylas,Yuumi,Nautilus,Rumble,51.8,0,3,5,2,15,20,0,0,0,0,0,0,0,6.514983333,0.05791505792,0.03861003861,0.6756756757,0,10.90206667,1,6,0,0,0,0,0,0,0,0,0,,0,16.70771667,0,1,8,10,1,35.28758333,2,1,18725,361.4864865,0.242410512,0.2572171874,28,0.5405405405,0.1244444444,6,0.1158301158,8,8, , ,21664,290.5034749,22835,0.1794321164,465,34,5,20,9.633204633,3320,3431,-111,4881,5544,-663,4699,4799,-100,90,83,7,134,136,-2
1142134,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142134?gameHash=726d374188bd2a74,CBLoL,2019-2,43625.5034,2,2,9.11,2,Blue,Jungle,Shrimp,Flamengo,Lee Sin,Yasuo,Sylas,Yuumi,Nautilus,Rumble,51.8,0,2,3,9,15,20,0,0,0,0,0,1,0,6.514983333,0.03861003861,0.03861003861,0.6756756757,0,10.90206667,1,6,1,4,0,0,0,1,0,1,0,,0,16.70771667,0,1,8,10,1,35.28758333,2,1,12181,235.1544402,0.1576930546,0.1559581153,58,1.11969112,0.2577777778,31,0.5984555985,18,20, , ,15740,176.1405405,15675,0.05069501226,50,203,133,32,4.884169884,3295,3079,216,4977,5048,-71,3712,3374,338,62,54,8,87,85,2
1142134,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142134?gameHash=726d374188bd2a74,CBLoL,2019-2,43625.5034,2,2,9.11,3,Blue,Middle,Goku,Flamengo,Morgana,Yasuo,Sylas,Yuumi,Nautilus,Rumble,51.8,0,3,5,6,15,20,1,0,0,0,0,0,0,6.514983333,0.05791505792,0.09652509653,0.6756756757,0,10.90206667,1,6,0,0,0,0,0,0,0,0,0,,0,16.70771667,0,1,8,10,1,35.28758333,2,1,15486,298.957529,0.2004789954,0.1773927669,16,0.3088803089,0.07111111111,24,0.4633204633,7,7, , ,16994,200.3490347,17125,-0.07719298246,303,28,20,0,6.38996139,3269,3707,-438,4937,5944,-1007,4597,5147,-550,87,98,-11,136,161,-25
1142134,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142134?gameHash=726d374188bd2a74,CBLoL,2019-2,43625.5034,2,2,9.11,4,Blue,ADC,brTT,Flamengo,Xayah,Yasuo,Sylas,Yuumi,Nautilus,Rumble,51.8,0,5,4,5,15,20,1,0,0,0,1,0,0,6.514983333,0.09652509653,0.1351351351,0.6756756757,0,10.90206667,1,6,0,0,0,0,0,0,0,1,0,,0,16.70771667,0,1,8,10,1,35.28758333,2,1,23759,458.6679537,0.3075797786,0.2980182348,15,0.2895752896,0.06666666667,19,0.3667953668,2,2, , ,24051,336.584556,22063,0.08939817226,480,83,60,12,10.86872587,3700,3111,589,5336,4875,461,3524,3295,229,84,73,11,128,118,10
1142134,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1142134?gameHash=726d374188bd2a74,CBLoL,2019-2,43625.5034,2,2,9.11,5,Blue,Support,Reven,Flamengo,Rakan,Yasuo,Sylas,Yuumi,Nautilus,Rumble,51.8,0,2,3,11,15,20,0,0,0,0,0,1,0,6.514983333,0.03861003861,0.07722007722,0.6756756757,0,10.90206667,1,6,0,0,0,0,0,0,0,0,0,,0,16.70771667,0,1,8,10,1,35.28758333,2,1,7094,136.9498069,0.0918376594,0.1114136956,108,2.084942085,0.48,21,0.4054054054,26,28, , ,13134,125.8316602,12100,-0.02448979592,24,0,0,0,0.4633204633,2460,2291,169,3958,3564,394,2622,2461,161,3,2,1,8,9,-1
